 _id,question_text,question_picture,arabic_translation_of_question,chapter_name,duration,justification,hint,arabic_translation_of_hint,arabic_translation_of_justification,subject,skill_profile,question_type,sub_topic,content_type,difficulty_level,option_A,option_B,option_C,option_D,correct_options,O_question_text,O_arabic_translation_of_question,O_hintO_arabic_translation_of_hint,,O_justification,O_arabic_translation_of_justification,O_option_A,O_option_B,O_option_C,O_option_D,reviewed,Grade,question_class
,Find the ordered pair from the mapping.,,,5b742ff71c9d441b97d15694,,"As per the given table ordered pair are {(4, 6), (7, 5), (-2,-1), (3, 5)}",,,,math,number_skills,practice,Relations,html,easy,"{(4, 6), (7, 5), (-2,-1), (3, 5)}","{(4, 6), (7, 5), (2,-1), (3, 5)}","{(4, 6), (7, 5), (-2,-1), (3,-5)}","{(4, 6), (-7, 5), (-2,-1), (3, 5)}",A,,,,,,,,,,,,8,mcq
,Find the ordered pair from the mapping.,,,5b742ff71c9d441b97d15694,,"As per the given table ordered pair are {(4, 6), (5, 8), (-2,-1), (-1,-3)}",,,,math,number_skills,practice,Relations,html,easy,"{(-4, 6), (5, 8), (-2,-1), (-1,-3)}","{(4, 6), (5, 8), (2,-1), (-1,-3)}","{(4, 6), (5, 8), (-2,-1), (-1, 3)}","{(4, 6), (5, 8), (-2,-1), (-1,-3)}",D,,,,,,,,,,,,8,mcq
,"The domain of the given ordered pairs {(1,-1), (-5, 2), (3, 7), (9, 12)} is __________.",,,5b742ff71c9d441b97d15694,,"The value ofx-axis is domain.
 In the given ordered pair domains are {1,-5,3,9}",,,,math,number_skills,practice,Relations,html,easy,"{1,-5, 3, 12}","{1, 5, 3, 11}","{1,-5, 3, 9}","{1,-5, 3,-11}",C,,,,,,,,,,,,8,mcq
,"The domain of the given ordered pairs {(2,-1), (-4, 2), (8, 7), (11, 10)} is __________.",,,5b742ff71c9d441b97d15694,,"The value ofx-axis is domain.
 In the given ordered pair domains are {2,-4,8,11}",,,,math,number_skills,practice,Relations,html,easy,"{2, 4, 8, 11}","{2,-4,-8, 11}","{2,-4, 8, 11}","{-2,-4, 8, 11}",C,,,,,,,,,,,,8,mcq
,"The range of the given ordered pairs {(0, 1), (-4, 2), (-9, 7), (11, 13)} is __________.",,,5b742ff71c9d441b97d15694,,"The value of y-axis is range. In the given ordered pair range are {1,2,7,13}",,,,math,number_skills,practice,Relations,html,easy,"{1, 2, 7, 13}","{1,-4, 7, 13}","{0, 4,-9, 11}","{0, 4, 9, 11}",A,,,,,,,,,,,,8,mcq
,Find the ordered pair of the shown graph.,,,5b742ff71c9d441b97d15694,,"The ordered pair of a relation is (x, y). So, the ordered pair for the points shown in the graph is {(-3, 3), (0,-3), (2, 0), (3,-4)}.",,,,math,number_skills,practice,Relations,html,medium,"{(3, 3), (0,-3), (2, 0), (3,-4)}","{(-3, 3), (0,-3), (2, 0), (3,-4)}","{(-3, 3), (0, 3), (2, 0), (3,-4)}","{(-3, 3), (0,-3), (2, 0), (3, 4)}",B,,,,,,,,,,,,8,mcq
,Find the ordered pair of the shown graph.,,,5b742ff71c9d441b97d15694,,"The ordered pair of a relation is (x, y). So, the ordered pair for the points shown in the graph is {(-4,-1), (-1, 2), (3,-4), (4, 4)}.",,,,math,number_skills,practice,Relations,html,medium,"{(-4,-1), (1, 2), (3,-4), (4, 4)}","{(4,-1), (-1, 2), (3,-4), (4, 4)}","{(-4,-1), (-1, 2), (3,-4), (4, 4)}","{(-4, 1), (-1, 2), (3,-4), (4, 4)}",C,,,,,,,,,,,,8,mcq
,"Which of the following graph represents the ordered pair {(1, 3), (3, 1), (4, 4), (-2,-4)}?",,,5b742ff71c9d441b97d15694,,"The graph c represents the ordered pair {(1, 3), (3, 1), (4, 4), (-2,-4)}.",,,,math,number_skills,practice,Relations,html,medium,a,b,c,None of these,C,,,,,,,,,,,,8,mcq
,"Find the domain and range of {(a, 2), (b, 3), (c, 2), (a, 3), (d, 4), (b, 4)}.",,,5b742ff71c9d441b97d15694,,The set of the first numbers of the ordered pair is the domain and the set of the second numbers of the ordered pair is the range.,,,,math,number_skills,practice,Relations,html,medium,"Domain = {a, b, c, d} and Range {2, 3}","Domain = {a, b, c, d} and Range {2, 3, 4}","Domain = {a, b, c} and Range {2, 3, 4}","Domain = {a, b, c, d} and Range {3, 4}",B,,,,,,,,,,,,8,mcq
,"In a relation, domain contains values of __________ variable.",,,5b742ff71c9d441b97d15694,,"In a relation, domain contains values of independent variable. Its value determines the value of output but its value is not dependent on any variable.",,,,math,number_skills,practice,Relations,html,medium,independent,dependent,constant,None of these,A,,,,,,,,,,,,8,mcq
,"If A = {1, 2, 3} and B = {4, 5, 6}, then which of the following is a relation from A to B?",,,5b742ff71c9d441b97d15694,,"Here A represents the domain and B represents the range. So, the relation from A to B is {(1, 4), (2, 5), (3, 6)}.",,,,math,number_skills,practice,Relations,html,hard,"{(1, 4), (2, 5), (6, 3)}","{(1, 4), (2, 5), (3, 6)}","{(6, 3), (5, 2), (4, 1)}",All of these,B,,,,,,,,,,,,8,mcq
,"What can you say about the ordered pairs (a, b) and (b, a) if a and b are two distinct numbers?",,,5b742ff71c9d441b97d15694,,"In an ordered pair, the order of elements is important. An ordered pair consists of two elements that are written in the fixed order. So, (a, b) is not equal to (b, a).",,,,math,number_skills,practice,Relations,html,hard,"(a, b) is equal to (b, a)","(a, b) is not equal to (b, a)",Cannot be determined,None of these,B,,,,,,,,,,,,8,mcq
,Aadil pays AED 48 per month for the lift maintenance. The graph for the ordered pairs is shown. Find the range for the shown ordered pairs.,/subjects/math/topics/compare-properties-of-functions/images/C4-Maths-D-577912a.PNG,,5b742ff71c9d441b97d15694,,"The table can be drawn for the shown graph. From the table, range = {48, 96, 144, 192}.",,,,math,number_skills,practice,Relations,html,hard,"{48, 96, 144, 192}","{48, 90, 144, 192}","{48, 96, 144, 250}",Cannot be determined,A,,,,,,,,,,,,8,mcq
,"If f(x) = 4x, then find f(4).",,,5b742ff71c9d442c60d15695,,"f(x) = 4xhence
 f(4) = 4 (4)
 =16.",,,,math,number_skills,practice,Functions,html,easy,16,-16,20,24,A,,,,,,,,,,,,8,mcq
,"If f(x) = x+12, then find f(8).",,,5b742ff71c9d442c60d15695,,"f(x) =x+12
 f(8). = 8+12
 = 20",,,,math,number_skills,practice,Functions,html,easy,12,-12,20,-20,C,,,,,,,,,,,,8,mcq
,"If f(x) = 2x+5, then find f(5).",,,5b742ff71c9d442c60d15695,,"f(x) = 2x+5
 f(5) = 2(5)+5
 = 10+5
 =15",,,,math,number_skills,practice,Functions,html,easy,10,15,20,22,B,,,,,,,,,,,,8,mcq
,"If f(x) = 2x-3, then find f(3).",,,5b742ff71c9d442c60d15695,,"f(x) = 2x– 3
 then
 f(3) = 2x– 3
 = 2(3) – 3
 = 6-3 = 3",,,,math,number_skills,practice,Functions,html,easy,3,-3,6,-4,A,,,,,,,,,,,,8,mcq
,"If f(x) = 4x+7, then find f(-2).",,,5b742ff71c9d442c60d15695,,"f(x) = 4x+7
 f(-2) = 4(-2)+7
 =-8+7
 =-1",,,,math,number_skills,practice,Functions,html,easy,1,-1,0,4,B,,,,,,,,,,,,8,mcq
,"If f(x) = 2x-3, then find f(-12).",,,5b742ff71c9d442c60d15695,,"f(x) = 2x– 3
 f(-12)
 = 2x– 3
 = 2(-12)-3
 =-24-3
 =-27",,,,math,number_skills,practice,Functions,html,easy,21,-21,27,-27,D,,,,,,,,,,,,8,mcq
,"If f(x) = 5x+6, then find f(-1).",,,5b742ff71c9d442c60d15695,,"f(x) = 5x+6
 f(-1)
 = 5(-1)+6
 =-5+6
 = 1",,,,math,number_skills,practice,Functions,html,easy,1,-1,0,2,A,,,,,,,,,,,,8,mcq
,"If f(x) = 3x+@\frac{1}{3}@, then find f(@\frac{2}{9}@).",,,5b742ff71c9d442c60d15695,,"f(x) = 3x+@\frac{1}{3}@
 f(@\frac{2}{9}@)
 = 3(@\frac{2}{9}@)+@\frac{1}{3}@
 = @\frac{6}{9}@+@\frac{1}{3}@
 = @\frac{2}{3}@+@\frac{1}{3}@
 = @\frac{3}{3}@
 = 1",,,,math,number_skills,practice,Functions,html,easy,1,-1,0,3,A,,,,,,,,,,,,8,mcq
,"If f(x) = 2x-@\frac{1}{5}@, then find f(@\frac{2}{5}@).",,,5b742ff71c9d442c60d15695,,"f(x) = 2x-@\frac{1}{5}@
 f(@\frac{2}{5}@)
 = 2x-@\frac{1}{5}@
 = 2(@\frac{2}{5}@)-@\frac{1}{5}@
 = @\frac{4}{5}@-@\frac{1}{5}@
 = @\frac{3}{5}@",,,,math,number_skills,practice,Functions,html,easy,1,-1,0,@\frac{3}{5}@,D,,,,,,,,,,,,8,mcq
,"If f(x) = 2x-@\frac{1}{3}@, then find f(@\frac{1}{3}@).",,,5b742ff71c9d442c60d15695,,"f(x) = 2x-@\frac{1}{3}@
 f(@\frac{1}{3}@)
 = 2(@\frac{1}{3}@)-@\frac{1}{3}@
 = @\frac{2}{3}@-@\frac{1}{3}@
 = @\frac{1}{3}@",,,,math,number_skills,practice,Functions,html,easy,1,-1,@\frac{1}{3}@,3,C,,,,,,,,,,,,8,mcq
,"If f(x) = 5x-2 and domain = {1,-1, 0, 2}, then find the range.",/subjects/math/topics/compare-properties-of-functions/images/C4-Maths-M-577947a.PNG,,5b742ff71c9d442c60d15695,,"Putting the values of domain in f(x), we get the values of range as shown in the table.",,,,math,number_skills,practice,Functions,html,medium,"Range = {3,-7,-2, 8}","Range = {3, 7,-2, 8}","Range = {3,-7,-2,-8}","Range = {3,-7, 2, 8}",A,,,,,,,,,,,,8,mcq
,"If f(x) = 2-3x and domain = {-3, 0, 2, 5}, then find the range.",/subjects/math/topics/compare-properties-of-functions/images/C4-Maths-M-577948a.PNG,,5b742ff71c9d442c60d15695,,"Putting the values of domain in f(x), we get the values of range as shown in the table.",,,,math,number_skills,practice,Functions,html,medium,"Range = {11, 2,-4,-11}","Range = {11, 2,-4,-13}","Range = {10, 2,-4,-13}","Range = {11, 3,-4,-13}",B,,,,,,,,,,,,8,mcq
,"If f(x) = 3x+5 and domain = {-5, 5, 4,-8}, then find the range.",/subjects/math/topics/compare-properties-of-functions/images/C4-Maths-M-577949a.PNG,,5b742ff71c9d442c60d15695,,"Putting the values of domain in f(x), we get the values of range as shown in the table.",,,,math,number_skills,practice,Functions,html,medium,"Range = {10, 20, 17,-19}","Range = {-10, 18, 17,-19}","Range = {-10, 20, 17,-19}","Range = {-10, 20, 17, 19}",C,,,,,,,,,,,,8,mcq
,"If f(x) = x-9 and domain = {-6,-4, 1, 3}, then find the range.",/subjects/math/topics/compare-properties-of-functions/images/C4-Maths-M-577950a.PNG,,5b742ff71c9d442c60d15695,,"Putting the values of domain in f(x), we get the values of range as shown in the table.",,,,math,number_skills,practice,Functions,html,medium,"Range = {-15,-13,-8,-6}","Range = {15,-13,-8,-6}","Range = {-15,-14,-8,-6}","Range = {-15,-13,-8,-9}",A,,,,,,,,,,,,8,mcq
,"If f(x) =-6x and domain = {-1,-3, 4,-8}, then find the range.",/subjects/math/topics/compare-properties-of-functions/images/C4-Maths-M-577951a.PNG,,5b742ff71c9d442c60d15695,,"Putting the values of domain in f(x), we get the values of range as shown in the table.",,,,math,number_skills,practice,Functions,html,medium,"Range = {6, 18,-24, 36}","Range = {6, 18, 24, 48}","Range = {6, 16,-24, 48}","Range = {6, 18,-24, 48}",D,,,,,,,,,,,,8,mcq
,The school football team wants to have each player's name imprinted on the player's t-shirt. The cost is AED 40 plus AED 5.50 for each name. Write a function to represent the cost c(n) for n names.,,,5b742ff71c9d442c60d15695,,Cost for n names = fixed cost+cost for each name. c(n) = AED 40+AED 5.50n,,,,math,number_skills,practice,Functions,html,hard,c(n) = AED 30+AED 5.50n,c(n) = AED 40n+AED 5.50,c(n) = AED 40+AED 5.50n,Cannot be determined,C,,,,,,,,,,,,8,mcq
,"Hussain sold 5 glasses of juice while setting up his juice stand. After opening, he sold an average of 20 glasses each hour. Write a function to represent the approximate number of glasses g(h) sold after h hours.",,,5b742ff71c9d442c60d15695,,Approximate number of glasses g(h) sold after h hours = Glasses of juice sold while setting up+average glasses sold per hour. g(h) = 5+20h,,,,math,number_skills,practice,Functions,html,hard,g(h) = 20h,g(h) = 5+20h,g(h) = 5h+20,g(h) = 30h,B,,,,,,,,,,,,8,mcq
,"Hina sold 10 cakes while setting up her shop. After opening, she sold an average of 15 cakes each hour. About when did she sell the 100th cake?",,,5b742ff71c9d442c60d15695,,"Function which represent the approximate number of cakes sold after h hours, c(h) = 10+15h. 100 = 10+15h. 15h = 90.
 h = 6 hours",,,,math,number_skills,practice,Functions,html,hard,3 hours,4 hours,5 hours,6 hours,D,,,,,,,,,,,,8,mcq
,Find the linear function for the shown table.,,,5b742ff71c9d44ec2bd15696,,"As per the graph for every increase value for y,xincrease by 3.
 Hence, required equation is y =x– 3.",,,,math,number_skills,practice,Linear functions,html,easy,y = x-3,y = x+3,y = 2x-3,y = 2x+5,A,,,,,,,,,,,,8,mcq
,Find the linear function for the shown table.,,,5b742ff71c9d44ec2bd15696,,"As per the graph for every increase value forxy decrease by-6 times.
 Hence, required equation is
 y =-6x",,,,math,number_skills,practice,Linear functions,html,easy,y = 6x,y =-8x,y =-6x,y = 8x,C,,,,,,,,,,,,8,mcq
,Find the linear function for the shown table.,,,5b742ff71c9d44ec2bd15696,,"In the table for every increase inx, y increases by 6.
 Hence, required equation is y =x+6.",,,,math,number_skills,practice,Linear functions,html,easy,y = x+5,y = x+6,y = x-6,y = x+8,B,,,,,,,,,,,,8,mcq
,Find the linear function for the shown table.,,,5b742ff71c9d44ec2bd15696,,"In the table for every increase in value of y,xincrease by 1.
 y =x– 1",,,,math,number_skills,practice,Linear functions,html,easy,y = x+1,y = x,y = 2x,y = x-1,D,,,,,,,,,,,,8,mcq
,Find the linear function for the shown table.,,,5b742ff71c9d44ec2bd15696,,"In the table for every increase in value of y,xincrease by 5.
 Hence, required equation is y =x– 5.",,,,math,number_skills,practice,Linear functions,html,easy,y = x-5,y = x+5,y = 5x,None of these,A,,,,,,,,,,,,8,mcq
,Which of the following is true?,,,5b742ff71c9d44ec2bd15696,,"Linear equation is those whose graphs is straight line.
 It may be up and down or left to right.
 Hence,
 Both a and b are correct.",,,,math,number_skills,practice,Linear functions,html,easy,The graph of a linear function is a straight line going up or down.,The graph of a linear function is a straight line going left or right.,The graph of a linear function is a curved line.,Both a and b,D,,,,,,,,,,,,8,mcq
,Which of the following is an equation of linear function?,,,5b742ff71c9d44ec2bd15696,,"Linear equation is y= mx+b.
 Where b is constant and m is slope.
 Hence, all the 3 given equation are linear equation.",,,,math,number_skills,practice,Linear functions,html,easy,y = 5x2,y = x2+8,y = x-3,All of these,C,,,,,,,,,,,,8,mcq
,Complete the function table for y = x+7.,,,5b742ff71c9d44ec2bd15696,,"y =x+7
 But in
x=-3
 y =-3+7
 y = 4
 hence
 y = 4
 (x, y) = (-3, 4)",,,,math,number_skills,practice,Linear functions,html,easy,"y = 4, (x, y) = (-3, 4)","y = 5, (x, y) = (-3, 4)","y = 4, (x, y) = (-2, 4)","y = 4, (x, y) = (-3,-4)",A,,,,,,,,,,,,8,mcq
,Complete the function table for y = x-4.,,,5b742ff71c9d44ec2bd15696,,"y =x– 4
 butx=1
 hence
 y = 1-4
 y =-3
 and (x, y) = (1,-3)",,,,math,number_skills,practice,Linear functions,html,easy,"y =-2, (x, y) = (1,-3)","y =-3, (x, y) = (1,-3)","y =-4, (x, y) = (1,-3)","y =-3, (x, y) = (2,-3)",B,,,,,,,,,,,,8,mcq
,Complete the function table for y = 2x-3.,,,5b742ff71c9d44ec2bd15696,,"y = 2x– 3
 butx=-1
 y= 2(-1)-3
 y =-2-3
 y =-5 andx, y) = (-1,-5)",,,,math,number_skills,practice,Linear functions,html,easy,"y =-3, (x, y) = (-1,-5)","y =-4, (x, y) = (-1,-5)","y =-5, (x, y) = (-1, 5)","y =-5, (x, y) = (-1,-5)",D,,,,,,,,,,,,8,mcq
,Find the linear function for the shown graph.,,,5b742ff71c9d44ec2bd15696,,"We can identify 3 to 4 points on the graph and then we can deduce that y is alwaysx-7. Hence, the relation betweenxand y can be represented by the function y =x-7.",,,,math,number_skills,practice,Linear functions,html,medium,y = x-7,y = x+7,y = x-8,y = 2x-7,A,,,,,,,,,,,,8,mcq
,Find the linear function for the shown graph.,,,5b742ff71c9d44ec2bd15696,,"We can identify 3 to 4 points on the graph and then we can deduce that y is always 2x+4. Hence, the relation betweenxand y can be represented by the function y = 2x+4.",,,,math,number_skills,practice,Linear functions,html,medium,y = 2x-4,y = 2x+4,y = x+4,y = 2x+6,B,,,,,,,,,,,,8,mcq
,Find the linear function for the shown graph.,,,5b742ff71c9d44ec2bd15696,,"We can identify 3 to 4 points on the graph and then we can deduce that y is alwaysx+1. Hence, the relation betweenxand y can be represented by the function y =x+1.",,,,math,number_skills,practice,Linear functions,html,medium,y = x,y = x-1,y = x+1,y = x+2,C,,,,,,,,,,,,8,mcq
,Find the linear function for the shown graph.,,,5b742ff71c9d44ec2bd15696,,"We can identify 3 to 4 points on the graph and then we can deduce that y is alwaysx+3. Hence, the relation betweenxand y can be represented by the function y =x+3.",,,,math,number_skills,practice,Linear functions,html,medium,y = x-3,y = x+4,y = 2x+3,y = x+3,D,,,,,,,,,,,,8,mcq
,Find the linear function for the shown graph.,,,5b742ff71c9d44ec2bd15696,,"We can identify 3 to 4 points on the graph and then we can deduce that y is always 3x+1. Hence, the relation betweenxand y can be represented by the function y = 3x+1.",,,,math,number_skills,practice,Linear functions,html,medium,y = 3x,y = 3x-1,y = 3x+1,y = 3x+2,C,,,,,,,,,,,,8,mcq
,Which of the following is true?,,,5b742ff71c9d44ec2bd15696,,"For a graph to be a function, its equation must be of the form y = mx+c.",,,,math,number_skills,practice,Linear functions,html,hard,All linear graphs are functions.,The graph of y = 5 is a function.,The graph of x = 4 is a function.,All of these,B,,,,,,,,,,,,8,mcq
,"An appliance repairman charges AED 50 for a service call plus an additional charge AED 30 per hour to repair appliances. Complete the function table to find the cost of 1, 2, 3 and 4 hours of work on an appliance.",/subjects/math/topics/compare-properties-of-functions/images/C4-Maths-D-578262a.PNG,,5b742ff71c9d44ec2bd15696,,"The function to represent this situation is y = 30x+50. Putting the value ofxin the given equation, the table can be completed as shown.",,,,math,number_skills,practice,Linear functions,html,hard,"50, 100, 150, 200","80, 110, 130, 170","80, 110, 140, 180","80, 110, 140, 170",D,,,,,,,,,,,,8,mcq
,Which of the following graph represents linear function?,,,5b742ff71c9d44ec2bd15696,,"All points in graph (a) lie on a straight line indicating that it has a constant rate of change. Hence, only this graph represents a linear function.",,,,math,number_skills,practice,Linear functions,html,hard,a,b,c,Both b and c,A,,,,,,,,,,,,8,mcq
,f(x) = @\frac{2x}{5}@+3. The graph for q is shown. Which function has greater y intercept?,,,5b742ff71c9d4419ecd15697,,"f(x) = @\frac{2x}{5}@+3
 here y intercept is 3.
 Also, in the graph it shows y-intercept is 5.
 Hence, q has greater y intercept.",,,,math,number_skills,practice,Compare properties of functions,html,easy,f,q,The functions have same y-intercept.,Cannot be determined,B,,,,,,,,,,,,8,mcq
,f(t) =-@\frac{3t}{7}@-4. The table for p is shown. Which function has greater y intercept?,,,5b742ff71c9d4419ecd15697,,"f(t) =-@\frac{3t}{7}@ – 4
 There y intercept is-4
 In the table
 For points (3,0.2) & (2,0.8)
 Slope m
 = y2-@\frac{y1}{x2}@-x1
 = 0.2-0.@\frac{8}{3}@-(2)
 =-0.@\frac{6}{1}@
 =--0.6
 y1-y =m(x1-x)
 0.8-y =-0.6(2 –x)
 
 0.8-y =--1.2-0.6x
-y =-1.2+0.6x-0.8
-y =-2+0.6x
 y =-0.6x+2
 Hence, in table p intercept is 2 which is greater.",,,,math,number_skills,practice,Compare properties of functions,html,easy,p,f,The functions have same y-intercept.,Cannot be determined,A,,,,,,,,,,,,8,mcq
,g(x) = @\frac{5x}{2}@-3. The table for f is shown. Which function increases faster?,,,5b742ff71c9d4419ecd15697,,"g(x) = @\frac{5x}{2}@ – 3
 in table
 m =y2-@\frac{y1}{x2}@-x1
 m = 4-1.@\frac{5}{3}@-2
 m = 2.5
 y1-y =2.5(x1-x)
 1.5-y = 2.5(2-x)
-y = 5-2.5x– 1.5
-y =-2.5x+3.5
 y = 2.5x-3.5
 y = @\frac{5x}{2}@-3.5
 Hence, both functions increase at the same rate.",,,,math,number_skills,practice,Compare properties of functions,html,easy,f,g,Both functions increase at same rate.,Cannot be determined,C,,,,,,,,,,,,8,mcq
,f(x) = @\frac{x}{3}@+@\frac{1}{2}@. The graph for q is shown. Which function increases faster?,,,5b742ff71c9d4419ecd15697,,"f(x) = @\frac{x}{3}@+½
 
 in the graph ordered pair are
 (-1,-4) & (0,0)
 m = y2-@\frac{y1}{x2}@-x1
 m = 0-@\frac{-4}{0}@-(-1)
 m = @\frac{4}{1}@ = 4
 y1 –y = m(x1-x)
-4 –y = 4(-1 –x)
-4 –y =-4+4x
 –y =-4+4x+4
 y = 4x
 Hence, f increases faster.",,,,math,number_skills,practice,Compare properties of functions,html,easy,f,q,Both increases at the same rate.,Cannot be determined,A,,,,,,,,,,,,8,mcq
,"The table shows the amount earned per hour by Ahmed, Sayed and Nazim. Who has greater rate of earning?",,,5b742ff71c9d4419ecd15697,,"Ahemd earns 12 more for every more hour.
 Sayed earns 10 for every more hour.
 Nazim earns 4 for every more hour.
 Hence, Ahmed earns at greater rate.",,,,math,number_skills,practice,Compare properties of functions,html,easy,Ahmed,Sayed,Nazim,All of them have same rate of earning.,A,,,,,,,,,,,,8,mcq
